time,RCOP_AP,RCOP_ML,LCOP_AP,LCOP_ML,RVerticalF,RShearF_AP,RShearF_ML,LVerticalF,LShearF_AP,LShearF_ML
35.895,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.9,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.905,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.91,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.915,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.92,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.925,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.93,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.935,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.94,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.945,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.95,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.955,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.96,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.965,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.97,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.975,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.98,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.985,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.99,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
35.995,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.005,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.01,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.015,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.02,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.025,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.03,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.035,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.04,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.045,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.05,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.055,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.06,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.065,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.07,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.075,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.08,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.085,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.09,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.095,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.1,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.105,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.11,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.115,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.12,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.125,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.13,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.135,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.14,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.145,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.15,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.155,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.16,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.165,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.17,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.175,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.18,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.185,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.19,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.195,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.2,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.205,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.21,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.215,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.22,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.225,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.23,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.235,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.24,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.245,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.25,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.255,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.26,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.265,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.27,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.275,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
36.28,NaN,NaN,-0.0198369419698075,0.0485034802624309,NaN,NaN,NaN,50.1134959890088,57.7953558810205,30.2678287345275
36.285,NaN,NaN,-0.0211629493201362,0.037677691981561,NaN,NaN,NaN,71.7120706857049,70.1384128094093,29.0903265872959
36.29,NaN,NaN,-0.0209472510073416,0.0315800386547276,NaN,NaN,NaN,94.6993320806822,76.8671979014416,28.3802600535263
36.295,NaN,NaN,-0.0190596042940232,0.0279476827561646,NaN,NaN,NaN,118.035245794692,76.6568677747542,28.2596154689206
36.3,NaN,NaN,-0.0153111838644218,0.0254958863706179,NaN,NaN,NaN,141.434473395064,69.7409508800348,28.7255397174428
36.305,NaN,NaN,-0.00963345784906466,0.0233536407759449,NaN,NaN,NaN,165.472858821772,57.7264459696159,29.6879429072306
36.31,NaN,NaN,-0.00231473563349649,0.0209593352868713,NaN,NaN,NaN,191.300725408774,43.0059904909511,31.0335443742157
36.315,NaN,NaN,0.00591566927628651,0.0181087689407498,NaN,NaN,NaN,220.066790862491,28.0104620411034,32.686234534019
36.32,NaN,NaN,0.0141091856310143,0.0149363291981358,NaN,NaN,NaN,252.301471569497,14.5669140182512,34.6413393940082
36.325,NaN,NaN,0.0214774307583643,0.0117550685140743,NaN,NaN,NaN,287.517962618601,3.54872140306392,36.9579260756208
